name,code,category,brand,model,serial,condition,quantity,ownership,location,warehouse,qr,description,notes,purchasePrice,replacementValue,currentBookValue
Brocha,R-610,TOOL,,,,Good,1,owned,,,1000418,Brocha,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 610; Carpeta Rentman: Accesorios/Herramientas; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Brocha Mini,R-611,TOOL,,,,Good,1,owned,,,1000419,Brocha Mini,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 611; Carpeta Rentman: Accesorios/Herramientas; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Tiewrap Small (Packs),R-612,ACC,,,,Good,1,owned,,2B,1000420,Tiewrap Small (Packs),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 612; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Tiewrap Large (Pack),R-613,ACC,,,,Good,1,owned,,2B,1000421,Tiewrap Large (Pack),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 613; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Tape label 12 1/2 on White,R-614,ACC,,,,Good,1,owned,,,1000422,Tape label 12 1/2 on White,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 614; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Carro ProAim Victor Large,R-615,CAR,,,,Good,1,owned,,,1000423,Carro ProAim Victor Large,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 615; Carpeta Rentman: Movilidad/Carros; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: 32 inches,,,
Carpa Eurmax + Sides,R-616,ACC,,,,Good,1,owned,,,1000424,Carpa Eurmax + Sides,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 616; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS APC 1500,R-617,POW,,,3B1919X23002,Good,5,owned,,,1000425,UPS APC 1500,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 617; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS APC 1500,R-617-2,POW,,,3B1919X23011,Good,5,owned,,,1000425,UPS APC 1500,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 617; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS APC 1500,R-617-3,POW,,,3B2051X68218,Good,5,owned,,,1000425,UPS APC 1500,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 617; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS APC 1500,R-617-4,POW,,,3B2051X68222,Good,5,owned,,,1000425,UPS APC 1500,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 617; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS APC 1500,R-617-5,POW,,,3B1919X23028,Good,5,owned,,,1000425,UPS APC 1500,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 617; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Carta de Color XRite Syder Check,R-618,ACC,,,,Good,1,owned,,,1000426,Carta de Color XRite Syder Check,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 618; Carpeta Rentman: Accesorios/Accesorios Color; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: + Case Gris,,,
Cable Video BNC 25 fts,R-619,SIG,,,,Good,9,owned,,03 A,1000427,Cable Video BNC 25 fts,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 619; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 50 fts,R-620,SIG,,,,Good,4,owned,,03 A,1000428,Cable Video BNC 50 fts,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 620; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Impresora Label Epson LW-400,R-621,ACC,,,,Good,2,owned,,LABEL,1000429,Impresora Label Epson LW-400,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 621; Carpeta Rentman: Accesorios/Impresoras; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
"Monitor Convergent Apollo 7""",R-622,MON,,,25-01660,Good,2,owned,,,1000430,"Monitor Convergent Apollo 7""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 622; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Monitor Convergent Apollo 7""",R-622-2,MON,,,25-01236,Good,2,owned,,,1000430,"Monitor Convergent Apollo 7""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 622; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Mochila Logic Case,R-623,CAS,,,,Good,3,owned,,DIT / DATA CASE,1000431,Mochila Logic Case,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 623; Carpeta Rentman: Maletas/Cases/Bultos/Mochilas; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Video BNC 2fts,R-624,SIG,,,,Good,16,owned,,08 D,1000432,Cable Video BNC 2fts,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 624; Carpeta Rentman: Cables/Cables Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Monitor DualView Marshall,R-625,MON,,,,Good,1,owned,,,1000433,Monitor DualView Marshall,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 625; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Interface Video Ultrastudio 4K Blackmagic,R-627,ACC,,,1876869,Good,2,owned,,,1000435,Interface Video Ultrastudio 4K Blackmagic,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 627; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
"Monitor Flanders AM250 24"" OLED",R-628,MON,,,MA250A00051,Good,1,owned,,,1000436,"Monitor Flanders AM250 24"" OLED",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 628; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: 2015 SIEMPRE SALE CON : BNC 6FT +POWER AC +MOUNT PLATE,,,
Monitor PC Dell P2419H,R-629,MON,,,CN-OG8TVH-QDC00-1B-8QFL-AL6,Good,2,owned,,,1000437,Monitor PC Dell P2419H,"Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 629; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: + arm plate ""M"" + power + HDMI-HDMI",,,
Monitor PC Dell P2419H,R-629-2,MON,,,CN-0G8TVH-QDC00-09M-103S-A11,Good,2,owned,,,1000437,Monitor PC Dell P2419H,"Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 629; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: + arm plate ""M"" + power + HDMI-HDMI",,,
Caja Herramientas Remax,R-630,TOOL,,,,Good,1,owned,,,1000438,Caja Herramientas Remax,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 630; Carpeta Rentman: Accesorios/Herramientas; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Director's Cage ProAim,R-631,MON,,,,Good,1,owned,,,1000439,Director's Cage ProAim,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 631; Carpeta Rentman: Monitores/Accesorios Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Sunhood SHAPE,R-632,MON,,,,Good,1,owned,,,1000440,Sunhood SHAPE,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 632; Carpeta Rentman: Monitores/Accesorios Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Apple USBC Macbook Pro,R-637,POW,,,,Good,2,owned,,,1000445,Power AC Apple USBC Macbook Pro,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 637; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: + USB-C - USB-C Power,,,
Adaptador Hyper Drive USBC,R-638,DAC,,,4865EE1-748D4,Good,1,owned,,08 D,1000446,Adaptador Hyper Drive USBC,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 638; Carpeta Rentman: Accesorios/Accesorios Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: USBC- Standard 3.0/Thunderbolt 3/ HDMI,,,
Color Panel Tangent Ripple,R-639,SIG,,,10906196,Good,1,owned,,COLOR,1000447,Color Panel Tangent Ripple,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 639; Carpeta Rentman: Consola/Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Trackballs Kit Color Panel Tangent,R-640,ACC,,,,Good,1,owned,,,1000448,Trackballs Kit Color Panel Tangent,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 640; Carpeta Rentman: Accesorios/Accesorios Color; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Computadora Apple Macbook Pro 2017 15"" (D)",R-641,HD,,,C02V51GHHTDD,Good,1,owned,,,1000449,"Computadora Apple Macbook Pro 2017 15"" (D)",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 641; Carpeta Rentman: Hardware/Computadoras; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: Processor : 2.8 GH2 Intel core i7 Memory : 16 GB Graphics Radeon Pro 560 4GB Intel HD Graphics 630 1536 MB SSD 500 GB macOS Mojave,,,
Power AC Marshall Dual Monitor,R-645,POW,,,,Good,1,owned,,,1000453,Power AC Marshall Dual Monitor,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 645; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Interface Video Blackmagic Ultrastudio 4K,R-646,POW,,,,Good,2,owned,,,1000454,Cable AC Interface Video Blackmagic Ultrastudio 4K,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 646; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Teclado Apple Protools Numeric,R-647,HD,,,,Good,1,owned,,,456,Teclado Apple Protools Numeric,"Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 647; Carpeta Rentman: Hardware/Teclados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: + Case ""Hermit Shell"" + Cable",,,
Hub CalDigit,R-649,DAC,,,SHB00227,Good,1,owned,,08 D,1000457,Hub CalDigit,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 649; Carpeta Rentman: Accesorios/Accesorios Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: + Power AC + Transformador,,,
Adaptador USB 2.0 Female-Male,R-650,DAC,,,,Good,1,owned,,08 D,1000458,Adaptador USB 2.0 Female-Male,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 650; Carpeta Rentman: Accesorios/Accesorios Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Switch Monoprice 2In-1Out,R-651,ACC,,,,Good,2,owned,,,1000459,Switch Monoprice 2In-1Out,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 651; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Mouse Etekcity,R-652,HD,,,,Good,1,owned,,,1000460,Mouse Etekcity,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 652; Carpeta Rentman: Hardware/Mouses; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Lector Tarjeta USB 3.0 Odyssey,R-653,READ,,,,Good,1,owned,,7C,1000461,Lector Tarjeta USB 3.0 Odyssey,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 653; Carpeta Rentman: Lectores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Convertidor Video Ultrastudio Mini Monitor Blackmagic,R-654,ACC,,,4829666,Good,1,owned,,7C,1000462,Convertidor Video Ultrastudio Mini Monitor Blackmagic,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 654; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Lector Startech CF2-USBC,R-656,READ,,,,Good,1,owned,,7C,1000464,Lector Startech CF2-USBC,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 656; Carpeta Rentman: Lectores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case Seahorse,R-659,CAS,,,,Good,4,owned,,,1000467,Case Seahorse,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 659; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case Media Case,R-660,CAS,,,,Good,1,owned,,,1000468,Case Media Case,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 660; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case SKB Teradek,R-661,CAS,,,,Good,2,owned,,6A,1000469,Case SKB Teradek,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 661; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case Pelican 1650,R-663,CAS,,,,Good,2,owned,,1A,1000471,Case Pelican 1650,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 663; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case Pelican IM2620,R-665,CAS,,,,Good,1,owned,,,1000473,Case Pelican IM2620,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 665; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case Gator 6U,R-666,CAS,,,,Good,4,owned,,,1000474,Case Gator 6U,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 666; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Alimentador Serv Pro D-Tap Spliter,R-670,POW,,,,Good,4,owned,,8C,1000478,Alimentador Serv Pro D-Tap Spliter,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 670; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Roscas Male 3/8-Male 3/8,R-671,ACC,,,,Good,6,owned,,6B,1000479,Roscas Male 3/8-Male 3/8,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 671; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Roscas Male 3/8-Male 1/4,R-672,ACC,,,,Good,4,owned,,6B,1000480,Roscas Male 3/8-Male 1/4,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 672; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Roscas Male 1/4-Male 1/4,R-673,ACC,,,,Good,5,owned,,6B,1000481,Roscas Male 1/4-Male 1/4,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 673; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Barrilito Female-Female 3/8,R-674,SIG,,,,Good,20,owned,,6B,1000482,Barrilito Female-Female 3/8,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 674; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Roscas Female-Male 1/4- 3/8,R-675,ACC,,,,Good,9,owned,,6B,1000483,Roscas Female-Male 1/4- 3/8,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 675; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Roscas Male 1/4-Female 3/8,R-676,ACC,,,,Good,4,owned,,6B,1000484,Roscas Male 1/4-Female 3/8,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 676; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Adaptador BNC Male-Female,R-678,ACC,,,,Good,14,owned,,6B,1000486,Adaptador BNC Male-Female,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 678; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Adaptador BNC Female-Female,R-679,ACC,,,,Good,19,owned,,6B,1000487,Adaptador BNC Female-Female,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 679; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Adaptador BNC Male-Female,R-680,ACC,,,,Good,3,owned,,8C,1000488,Adaptador BNC Male-Female,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 680; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Adaptador HDMI Male-Female,R-681,ACC,,,,Good,6,owned,,8C,1000489,Adaptador HDMI Male-Female,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 681; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Medidor de Tornillos,R-686,ACC,,,,Good,1,owned,,,1000494,Medidor de Tornillos,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 686; Carpeta Rentman: Gastables; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Rack Connector USB 3.0,R-687,DAC,,,,Good,8,owned,,08 D,1000495,Rack Connector USB 3.0,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 687; Carpeta Rentman: Accesorios/Accesorios Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Power AC Lector RED Mag 1.8""",R-688,POW,,,,Good,2,owned,,,1000496,"Power AC Lector RED Mag 1.8""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 688; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable AC Flanders Monitor,R-690,POW,,,,Good,3,owned,,,1000498,Cable AC Flanders Monitor,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 690; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
